,Exhibitor,Address,City,Zip,Tel,Country,email,About,Key Words,Logo,WebSite,Hall,Stand
1400,Vetter GmbH Kabelverlegetechnik,Industriestr. 28,Lottstetten,79807,+49 774592930,Germany,info@vetter-kabel.de,"	Vetter GmbH Kabelverlegetechnik	Industriestraße 28,	79807 Lottstetten, Germany	Tel. +49 7745 9293 0	Fax +49 7745 9293 499...","['Geb&auml;udenetzwerktechnik', 'Kabelverlegung', 'Kabelspultechnik', 'Micro-Cabling', 'Seminar']",https://exhibitorsearch.messefrankfurt.com/images/medium/mics/migration_feria/07288037.jpg,www.vetter-kabel.de,9.0,D40
1401,Vezalux,Wernhoutseweg 38A,Wernhout,4884 AW,+31 765971220,Netherlands,info@vezalux.nl,	Vezalux is supplier of all types of light sources for professionals.	Vezalux is an international import and export company...,"['Lighting', 'Fixtures', 'led', 'Vezalux', 'Lamps']",,www.vezalux.nl,8.0,A75
1402,Vice Lighting,Mkalles Main Road,Dekwane,11-0125,+961 70227262,Lebanon,cfakhry@vicelighting.com,VICE is the product of more than 60 years of engineering and industrial experience poured into an uncompromised approach...,"['LINEAR LIGHT', 'LED', 'INDOOR, OUTDOOR', 'WASHER, GRAZER', 'BAFFLES']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0015031452/1662708791726_Vice-20Logo.png,www.vicelighting.com,3.0,F97
1403,VIMAR S.p.A.,Viale Vicenza 14,Marostica,36063,+39 0424488747,Italy,vimar@vimar.com,"	Products, systems and solutions for electricity management and complete building control: Vimar offers this and much more...",[],,www.vimar.com,11.1,C72
1404,Viokef N. Kakkos S.A.,26th Km Varis Avenue,Koropi,19441,+30 2106626495,Greece,inquiry@viokef.com,"Since our 1954 establishment, as a forefront of the Greek lighting industry, we stand out for our professional approach. As...","['LINEAR LIGHTING', 'LIGHTING', 'EUROPEAN LIGHTING', 'MODERN LIGHTING', 'PENDANT LIGHTING']",,www.viokef.com,6.0,B51
1405,vircom Informationstechnologie Ltd.,Delaware Avenue 1-3,Pirmasens,66953,+49 63311484310,Germany,info@vircom.de,"Innovative, agile and competent. Always one step ahead. We are proud to shape the Smart Home market as one of the pioneers...","['IOT', 'Smart-Home', 'IT-Consulting', 'Hard- &amp; Software Development', 'IT']",,www.vircom.de/,9.0,A66
1406,Virtual Extension Ltd.,Menachem Begin Blvd. 5,Beit Dagan,5020002,+972 37321207,Israel,info@virtual-extension.com,"Operating since 2000, Virtual Extension is a global leading provider of Wireless and IoT extensions to DALI, with numerous...","['DALI', 'IoT DALI', 'Lighting control', 'Wireless', 'Wireless DALI', 'Emergency lighting control', 'Wireless street lighting control', 'Smart lighting control', 'Zhaga', 'DALI2', 'Modbus connectivity', 'Sensors', 'IEC62386']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0015022152/RGB_JPG_VIRTUAL.jpg,www.virtual-extension.com,8.0,E71
1407,VISAF S.r.l.,Via Rinaldoni 14,Serra de Conti,60030,+39 0731879460,Italy,info@visaf.com,"Visaf has manufactured cold formed screws and bolts for all needs since 1977We deal with steel, brass, copper, aluminum, bronze...","['screw', 'screws', 'pins', 'rivets', 'fixed']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012214829/RGB_JPG_VISAF.jpg,www.visaf.com,12.0,D36
1408,VISAM GmbH,Irlicher Str. 20,Neuwied,56567,+49 26319412880,Germany,info@visam.de,- Building Management Systems- Smart Metering- Building IOTBuilding Management Systems from VISAM. The VISAM company has...,"['Smart Building', 'visualisierung', 'building management', 'BACnet', 'automation']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012175701/RGB_JPG_VISAM.jpg,www.visam.de,11.0,A17
1409,"Vision Automobile Electronics Industrial Co., Ltd.",Technology Industrial Park No. 78 Gongye 3rd Road,Tainan,70955,+886 63843888,Taiwan,business@visionsecurity.com.tw,,[],,www.visionsecurity.com.tw,9.0,E40
1410,Viso Systems ApS,Banegaardsgade 1 1.tv,Aarhus C,8000,+45 36991882,Denmark,marketing@visosystems.com,"	Based in Copenhagen, Denmark, Viso Systems has developed and produced high-end light measurement equipment and controls...","['Goniometer', 'Light measurment', 'Flicker meter', 'Spectrometer', 'Laboratory']",,www.visosystems.com,8.0,G69
1411,Visual Productions BV,Izaak Enschedeweg 38A,Haarlem,2031 CR,+31 235512030,Netherlands,info@visualproductions.nl,Visual Productions BV is a leading manufacturer of architectural lighting controllers. The lighting control systems are designed...,"['RGB', 'DALI', 'Cloud', 'control', 'DMX']",,www.visualproductions.nl,8.0,A83
1412,"Vital Lighting Co., Ltd.","01 2nd Floor, 1st Floor (F5) 1 of No. 6, Jiye Avenue, Leping Town District",Foshan City,528137,+86 75782727672,China,philw@vitallighting.com,"Vital Lighting Co.,Ltd was founded in 2004,which is located in Foshan Guangdong. It’s a state-level high tech enterprise...","['surface mounted light', 'LED PANEL LIGHT', 'ceiling light', 'Frameless Panel Light', 'VITAL LIGHTING']",,,8.0,K74B
1413,Vitramo GmbH Infrarotheizungen,Zur Altenau 6,Tauberbischofsheim,97941,+49 9341858940,Germany,info@vitramo.de,Vitramo GmbH is an owner-managed company producing highly efficient and small-format infrared heating elements for wall and...,"['Elektroheizung', 'Infrarot- Heizstrahler', 'Infrarotheizung', 'infrared heating', 'electric heating']",https://exhibitorsearch.messefrankfurt.com/images/medium/mics/migration_feria/20008516.jpg,https://www.infrarotheizung-vitramo.de/,12.1,C31
1414,Vivaldi S.r.l.,Via Enrico Fermi,Noventa di Piave,30020,+39 0421307825,Italy,vivaldi@vivaldigroup.it,"	Born in 1996 from over 30-years of experience of its founders in the multiroom and professional audio field, Vivaldi srl...","['Home Automation', 'Smart building', 'Smart Audio System', 'Audio', 'Multiroom']",,www.vivaldigroup.it,9.0,A46
1415,VIVALUX,Bansko shose 27A,Sliven,8800,+359 44666080,Bulgaria,office@viva.bg,Viva is a Bulgarian company with over 25 years of experience in field of lighting industry. Established in 1997 as a local...,"['LED lamps', 'Decorative lighting', 'Track lights', 'Outdoor lights', 'Sensor lights']",https://exhibitorsearch.messefrankfurt.com/images/medium/mics/migration_feria/07267039.jpg,www.vivalux.bg,6.0,C55
1416,Vivalyte BVBA,Ruitersweg 76,Kuurne,8520,+32 476980746,Belgium,info@vivalyte.com,,[],,www.vivalyte.com,4.1,K41
1417,viveroo GmbH,Wewelsburger Str. 4,Salzkotten,33154,+49 5258220990,Germany,info@viveroo.com,	viveroo is an internationally active technology enterprise situated in Germany. As a manufacturer of premium wall and furniture...,"['iPad Halterung', 'Display', 'iPad Wall Mount', 'iPad Wandhalterung', 'Dockingstation']",,www.viveroo.com,11.1,B35
1418,VIZULO SIA,11 Bukultu iela,Riga,1005,+371 67383023,Latvia,sales@vizulo.com,VIZULO is a technology-driven lighting producer with a focus on smart city concept development. Research and development...,"['floodlight', 'indoor', 'outdoor', 'park town', 'industrial']",,www.vizulo.com,4.0,D21
1419,VK LEADING LIGHT,Aristotelous str 8,Tavros,17778,+30 2109969610,Greece,info@vkleadinglight.gr,"	What matters; the journey or the destination? You see, it all depends on the way the path is lit.	In every place and wherever...","['LED stripes', 'Garden lights', 'Lighting for hotels and restaurants', 'LED lamps', 'Exterior lighting']",https://exhibitorsearch.messefrankfurt.com/images/medium/mics/migration_feria/20008514.jpg,www.vkleadinglight.gr,3.0,B61
1420,VKS Springer GmbH,Lammertstr. 15-19,Offenbach am Main,63075,+49 612790690,Germany,vks@vks-gmbh.de,,[],,www.vks-gmbh.de,8.0,E80
1421,VLUX s.p.r.l.,Route de Yernée 1,Engis,4480,+32 11880900,Belgium,ph@vlux.com,"	VLUX is one of the most active world leaders in the development, production and commercialization of quality weatherproof...",[],https://exhibitorsearch.messefrankfurt.com/images/medium/mics/migration_feria/20009032.jpg,www.vlux.com,3.0,C31
1422,Vogtl&auml;ndisches Kabelwerk GmbH,Breitscheidstr. 122,Plauen,08525,+49 37415900,Germany,vola@voka.de,"	VOKA, Vogtländisches Kabelwerk GmbH, is a company rich in tradition. It was established in 1919 and has become a leading...","['Fernmeldekabel', 'Steuerleitungen', 'Datenkabel LAN', 'Mess- und Steuerkabel']",,www.voka.de,12.0,D80
1423,Volta Macchine S.r.l.,Via Copernico 13 A,Bolzano,39100,+39 0471546100,Italy,info@volta-macchine.com,	Our experience of over 20 years makes us experts in the field of special machines and equipment for laying underground cables...,"['cable-laying system, Kabeleinzugsysteme', 'fiberglass rod, Glasfaserstab', 'installatin, Verlegen', 'electrician, Kabelverleger', 'cables, Kabeln']",,www.volta-macchine.com,12.1,D41
1424,V-TAC EXPORTS LIMITED,"19-25 Wing Cheong Coml Bldg, Jervois St",Sheung Wan,,+852 25422340,Hong Kong,shail@vtacexports.com,"One company. Endless solutions.Founded in 2009, V-TAC was developed and designed to not only bring sustainable LED lighting...","['lamps', 'led bulbs', 'floodlight', 'highbay', 'Led lighting']",,www.vtacexports.com,8.0,K36
1425,WAGO GmbH &amp; Co. KG,Hansastr. 27,Minden,32423,+49 5718870,Germany,info@wago.com,"The WAGO Group is an international, standard-setting supplier of electrical interconnection, automation and electronic interface...","['WAGO', '2273', 'WAGO Klemme', '221']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0010367350/RGB_JPG_WAGO.jpg,www.wago.com,8.0,B30
1426,Walther-Werke Ferdinand Walther GmbH,Ramsener Str. 6,Eisenberg,67304,+49 63514750,Germany,mail@walther-werke.de,	WALTHER-WERKE		Elektrotechnische Tradition seit 1897		Wer wir sind		Mehr als 400 Mitarbeiter arbeiten heute in der gesamten...,"['Baustromverteiler', 'E-Mobility', 'NEO', 'Industrie-Steckverbinder', 'Steckvorrichtungen']",,www.walther-werke.de,9.1,D17
1427,WEICON GmbH &amp; Co. KG,Königsberger Str. 255,Münster,48157,+49 25193220,Germany,info@weicon.de,"Since 1947, WEICON GmbH & Co. KG has been producing speciality products for the industry in Germany. The range of products...","['Kabelmesser', 'Abisolieren', 'Werkzeug', 'stripping tool', 'Kleber']",,www.weicon.de,12.0,C70
1428,Weidm&uuml;ller Interface GmbH &amp; Co. KG,Klingenbergstr. 26,Detmold,32758,+49 5231140,Germany,weidmueller@weidmueller.de,"Weidmüller – Your partner in Industrial ConnectivityVisit us in hall 11.0, booth C70As experienced experts we support our...","['Hauptleitungsabzweigklemmen WPD ', 'Blitz- und &Uuml;berspannungsschutz f&uuml;r Energiesysteme', 'Relaiskoppler und Zeitrelais', 'PRO INSTA Schaltnetzger&auml;te', 'Blitz- und &Uuml;berspannungsschutz f&uuml;r MSR-Technik', 'KNX Reihenklemmen', 'Geb&auml;udeinstallationsreihenklemmen AITB ', 'Smart Metering', 'AC Wallbox HOME - eMobility', 'Generatoranschlusskasten PV Next', 'PV-Laden', 'Elektromobilit&auml;t', 'Ladekabel']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012151832/RGB_JPG_Weidmueller.jpg,www.weidmueller.com,11.0,C70
1429,Weinzierl Engineering GmbH,Achatz 3 - 4,Burgkirchen a.d.Alz,84508,+49 8677916360,Germany,info@weinzierl.de,Weinzierl Engineering GmbH offers system solutions for building services engineering. The main focus is on cross-trade networking...,"['EnOcean', 'Modbus', 'Smart Building', 'Geb&auml;udeautomation', 'KNX']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0012172976/1647269517652_Logo-Weinzierl_2020-10-26.png,www.weinzierl.de,9.0,A80
1430,"Ningbo Weitao Electrical Appliance Co., Ltd","Industrial Zone of Xidian, Ninghai",Ningbo,315613,+86 57465171928,China,weitao@nbweitao.com,"Our company is specialized in the research,development and manufacture of electronic light fittings and office supplies with...","['Sensor light', 'Night light', 'Solar light']",,www.nbweitao.en.alibaba.com,8.0,M54
1431,Weplight S.A.,Av. San Juan 1315 Piso 1,Buenos Aires,C1148AAB,+54 1143043117,Argentina,info@weplight.com,"The Wood Eco Project:In 2001, Marcelo Dabini founded Weplight to design and manufacture real wood lamps. He assembled a team...","['wood', 'lamps', 'ecofriendly', 'sustainable', 'acoustic']",,www.weplight.com,3.1,E32
1432,WERA Werkzeuge GmbH,Korzerter Str. 21-25,Wuppertal,42349,+49 2024045100,Germany,info@wera.de,"	We firmly believe that our tools make life simpler, safer and 'full of joy' for our users.	We shall never be content with...","['Ratschen', 'Werkzeug', 'Wera', 'Joker', 'Bits']",,www.wera.de,12.0,C91
1433,Western Co. Srl,Via Pasubio 1-3,San Benedetto del Tronto,63074,,Italy,,,[],,,4.0,B71
1434,Wichmann Brandschutzsysteme GmbH &amp; Co. KG,Siemensstr. 7,Attendorn,57439,+49 272263820,Germany,info@wichmann.biz,"Simple. Safe. For Everyone. Wichmann Fire Protection Systems enable installers, specialist planners and building owners to...","['Kabelbox', 'Kabelkanal', 'Brandvermeidung', 'Modulschott', 'Brandschutz']",,www.wichmann.biz,12.0,E09
1435,Widegerm Lighting Limited,"Flat A, 3/F, Tak Wing Industrial Building, 3 Tsun Wen Road","Tuen Mun, New Territories",,+852 23679268,Hong Kong,benny@widegerm.com.hk,Company profileWidegerm Lighting Limited is one of the leading manufacturer and exporter for commercial lighting and components...,"['Lighting Components', 'Track Light', 'Reflector', 'Led Downlight', 'Heatsink']",,www.widegerm.com.hk,8.0,K61B
1436,WiDom S.r.l.,Via Goffredo Mameli 88,Cagliari,09123,+39 0702057916,Italy,info@widom.it,WiDom develops wireless home automation products and solutions based on Z-Wave protocol which can control all the electrical...,"['z-wave devices', 'home automation system', 'z-wave switch', 'smart lighting', 'smart roller shutter']",,https://www.widom.it/en/,9.0,E40
1437,Wiha Werkzeuge GmbH,Obertalstr. 3-7,Schonach im Schwarzwald,78136,+49 77229590,Germany,info.de@wiha.com,Wiha is one of the world's leading manufacturers of hand tools for professional use in trade and industry. Founded as a small...,"['Handwerkzeug', 'VDE', 'screwdriver', 'Schraubendreher', 'werkzeugkoffer', 'Messger&auml;t', 'E-Schraubendreher', 'Wasserwaage', 'Zange', 'Rucksack', 'Tasche', 'Drehmoment']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0010342630/RGB_JPG_Wiha.jpg,www.wiha.com,12.0,E60
1438,Wildeboer Bauteile GmbH,Marker Weg 11,Weener,26826,+49 49519500,Germany,info@wildeboer.de,"Wildeboer Bauteile GmbH develops, manufactures and markets products for fire protection, noise protection, air distribution...","['Brandschutz', 'Kommunikationssystem', 'Geb&auml;udesteuerung', 'MSR', 'Kompaktsteuerung']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0010147760/RGB_JPG_Wildeboer.jpg,www.wildeboer.de,12.0,D60
1439,Wiley-VCH GmbH,Boschstr. 12,Weinheim,69469,+49 620160600,Germany,info@wiley-vch.de,	Wiley		For over 200 years we have been helping people and organizations develop the skills and knowledge they need to succeed...,"['GIT SECURITY', 'Fachzeitschrift Sicherheit', 'GIT SICHERHEIT', 'Security website', 'Wiley']",,www.wiley.com,8.0,J75
1440,Dr. Ing. Willing GmbH,Columba-Schonath-Str. 4,Scheßlitz,96110,+49 9542922527,Germany,info@willing-online.com,,['Notbeleuchtung'],,www.willing-online.com,4.1,A64
1441,Wintop Electric BV,Marnehiem 86,Harlingen,8862 RD,+31 174526860,Netherlands,smd@wintop2000.com,,[],,www.wintop.com,11.1,A04
1442,Wirklicht GmbH,Anna-Dengel-Straße 29,Innsbruck,6020,+43 6706041672,Austria,kundenservice@wirklicht-leuchten.de,"Lamps made of woodWirklicht stands for daylight luminaires made of wood.With our wooden lamps, we combine natural materials...","['Holz', 'Human Centric Lighting', 'Design', 'Eiche', 'Nachhaltig']",,https://wirklicht-leuchten.com/,3.1,F30
1443,Wirtschaftsf&ouml;rderungsgesellschaft der Elektrohandwerke mbH,Lilienthalallee 4,Frankfurt am Main,60487,+49 6924774761,Germany,wfe@zveh.de,"WFE is selling technical products and other items for the electrician craftsmen. For members of the electro guild, the WFE...","['Technische Literatur', 'Kalkulationshilfe', 'E-Protokolle', 'Pr&uuml;fprotokoll-Software', 'Pr&uuml;fprotokolle']",https://exhibitorsearch.messefrankfurt.com/images/medium/company_pictures/10000016202201/0010559420/1663856460290_1663852976006_e-Marke_2D_M_cmyk.jpg,www.zveh.de,11.0,C07
1444,Wisetech Holding Limited,"Rooms 604, 6/F., Easey Commercial Building, 253-261 Hennessy Road",Wanchai,,+86 13767093001,Hong Kong,evelyn@wisetech.cn,"Xiamen Wisetech Lighting Co.,ltd. was found in December 2012 in Torch High-tech Zone Xiang'an Xiamen. It is an enterprise...","['LED worklight manufacturer', 'Portable floodlight manufacturer', 'Portable worklight manufacturer', 'Mobile floodlight manufacturer', 'Rechargeable worklight manufacturer']",,www.wisetech.cn,8.0,L84
